dialogue,글자수
"우주에 가면 어떤 냄새가 날까?
음, 냄새가 안 날 것 같아.
맞아, 우주는 공기가 없으니까.
그래도 뭔가 특별한 냄새가 날 것 같아.
응, 우주의 냄새를 맡아보고 싶다.",95
"우주에 가면 어떤 맛이 날까?
음, 아무 맛도 안 날 것 같아.
맞아, 우주는 먹을 게 없으니까.
그래도 뭔가 특별한 맛이 날 것 같아.
응, 우주의 맛을 느껴보고 싶다.",95
"우주 관련 다큐멘터리 보는 거 좋아해?
응, 좋아! 우주에 대해 더 많이 알 수 있어서.
맞아, 다큐멘터리 보면 우주의 신비를 느낄 수 있어.
나도 우주 다큐멘터리 더 많이 봐야겠다.
응, 같이 볼래?
좋아!",116
"우주 관련 책 읽는 거 좋아해?
응, 좋아! '코스모스'라는 책 읽었는데, 진짜 좋았어.
오, 나도 그 책 읽어보고 싶었는데.
응, 우주에 대해 쉽게 설명해줘서 좋더라.
나도 '코스모스' 읽어봐야겠다.
응, 꼭 읽어봐!",122
"우주 관련 게임하는 거 좋아해?
응, 좋아! 우주선을 조종해서 행성을 탐험하는 게임.
오, 어떤 게임인데?
'스타시티즌'이라는 게임!
와, 대박! 나도 해보고 싶다.
응, 다음에 같이 할래?
좋아! 완전 재밌겠다.",119
"요즘 뭐 보는 만화 있어?
응, '귀멸의 칼날'!
오, 나도 그 만화 좋아하는데. 애니메이션으로도 나왔잖아.
응, 작화도 너무 좋고, 스토리도 탄탄하고.
나도 다시 정주행해야겠다.
응, 후회 안 할 거야.
우리 같이 귀멸의 칼날 이야기할래?
좋아!",138
"제일 좋아하는 만화 캐릭터 있어?
음, 나는 '짱구'! 너무 귀엽지 않아?
맞아, 짱구! 나도 짱구 좋아하는데.
짱구는 못 말려 극장판 다 봤어?
응, 다 봤지! 특히 '폭풍을 부르는 정글' 편!
나도 그 편 제일 좋아해.
우리 같이 짱구 만화 볼래?
좋아!",144
"나 이번에 웹툰 작가 지망생이잖아.
오, 진짜? 멋지다!
아니야, 아직은 배우는 중이야.
무슨 웹툰 그릴 건데?
음, 그냥 일상툰!
와, 대박! 나중에 네 웹툰 나오면 꼭 챙겨볼게!
고마워! 열심히 할게.",114
"만화책방 가는 거 좋아해?
응, 완전 좋아! 왠지 모르게 마음이 편안해져.
맞아, 책 냄새도 좋고, 만화책 보는 재미도 쏠쏠하고.
우리 주말에 같이 만화책방 갈까?
좋아! 얼른 가고 싶다.
응, 우리 만화책 보면서 힐링하자.",125
"요즘 보는 웹툰 있어?
응, '유미의 세포들'!
오, 나도 그 웹툰 좋아하는데!
맞아, 유미의 세포들 보면 내 마음을 들여다보는 것 같아.
작가님 진짜 천재인 것 같아.
응, 나도 그렇게 생각해.
우리 같이 유미의 세포들 이야기할래?
좋아!",134
"나 이번에 '원피스' 정주행 시작했잖아.
오, 대박! 언제 다 보려고?
음, 이번 방학 때 다 보려고.
원피스 진짜 재밌어!
응, 루피랑 친구들 모험하는 거 진짜 흥미진진해.
나도 다시 보고 싶다.
나중에 같이 볼래?
좋아! 완전 재밌겠다.",134
"만화 캐릭터 중에 제일 좋아하는 캐릭터 누구야?
나는 '스펀지밥'! 너무 귀엽지 않아?
맞아, 스펀지밥! 나도 스펀지밥 좋아하는데.
스펀지밥 보면서 웃는 게 제일 좋아.
응, 나도! 스펀지밥은 내 삶의 활력소야.",118
"나는 순정만화 읽는 거 좋아해.
오, 순정만화? 왜?
응, 달달한 로맨스를 보면서 대리 만족할 수 있어서 좋아.
맞아, 나도 순정만화 읽으면 설레더라.
어떤 만화 추천해 줄 만한 거 있어?
'너에게 닿기를'!
오, 나도 그 만화 좋아하는데!
응, 우리 취향 진짜 똑같다.",151
"만화 캐릭터 중에 제일 웃긴 캐릭터 누구야?
나는 '둘리'! ㅋㅋㅋㅋㅋ
맞아! 둘리! 나도 둘리 좋아하는데.
둘리는 진짜 봐도 봐도 웃겨.
응, 둘리는 만화계의 개그맨이야.",96
"나는 추리 만화 읽는 거 좋아해.
오, 추리 만화? 왜?
응, 범인을 찾는 재미가 쏠쏠해.
어떤 만화 추천해 줄 만한 거 있어?
'명탐정 코난'!
오, 나도 그 만화 좋아하는데!
응, 코난은 절대 끝나지 않을 거야.",120
"나는 학원 만화 읽는 거 좋아해.
오, 학원 만화? 왜?
응, 학창 시절 추억을 떠올릴 수 있어서 좋아.
맞아, 나도 학원 만화 읽으면 뭔가 풋풋한 기분이 들어.
어떤 만화 추천해 줄 만한 거 있어?
'오늘부터 신령님'!
오, 나도 그 만화 좋아하는데!
응, 우리 취향 진짜 똑같다.",158
"나는 스포츠 만화 읽는 거 좋아해.
오, 스포츠 만화? 왜?
응, 주인공이 성장하는 모습 보면서 희열을 느껴.
맞아, 나도 스포츠 만화 읽으면 막 열정 불타오르더라.
어떤 만화 추천해 줄 만한 거 있어?
'하이큐'랑 '쿠로코의 농구'!
오, 나도 그 만화들 좋아하는데!
응, 우리 취향 진짜 똑같다.",167
"나는 음식 만화 읽는 거 좋아해.
오, 음식 만화? 왜?
응, 만화에 나오는 음식들 보면 배고파져.
맞아, 나도 음식 만화 보면 야식 시키게 되더라.
어떤 만화 추천해 줄 만한 거 있어?
'식객'!
오, 허영만 작가님 만화!
응, 진짜 맛있어 보여.",139
"나는 역사 만화 읽는 거 좋아해.
오, 역사 만화? 왜?
응, 역사 공부하는 재미가 쏠쏠해.
맞아, 재미있게 역사 공부하는 기분이야.
어떤 만화 추천해 줄 만한 거 있어?
'신의 한 수'!
오, 나도 그 만화 좋아하는데!
응, 우리 취향 진짜 똑같다.",140
"나는 코믹 만화 읽는 거 좋아해.
오, 코믹 만화? 왜?
응, 그냥 웃고 싶을 때 읽어.
맞아, 코믹 만화 읽으면 스트레스가 다 날아가.
어떤 만화 추천해 줄 만한 거 있어?
'은혼'!
오, 나도 그 만화 좋아하는데!
응, 우리 취향 진짜 똑같다.",138
"나는 액션 만화 읽는 거 좋아해.
오, 액션 만화? 왜?
응, 화려한 액션신 보는 거 좋아해.
맞아, 나도 액션 만화 보면 막 심장이 두근거려.
어떤 만화 추천해 줄 만한 거 있어?
'나루토'랑 '원펀맨'!
오, 나도 그 만화들 좋아하는데!
응, 우리 취향 진짜 똑같다.",151
"나는 동물 만화 읽는 거 좋아해.
오, 동물 만화? 왜?
응, 귀여운 동물들 보는 거 좋아해.
맞아, 나도 동물 만화 보면 마음이 편안해져.
어떤 만화 추천해 줄 만한 거 있어?
'고양이 낸시'!
오, 나도 그 만화 좋아하는데!
응, 우리 취향 진짜 똑같다.",144
"나는 그림체가 예쁜 만화 좋아해.
맞아, 그림체가 예쁘면 내용도 더 재미있게 느껴져.
어떤 작가 그림체 좋아해?
음, '야마다 코토라'!
오, 나도 그 작가님 그림 좋아하는데!
응, 우리 취향 진짜 똑같다.",115
"나는 만화 캐릭터 피규어 모으는 거 좋아해.
오, 피규어? 어떤 거 모으는데?
음, '원피스' 캐릭터 피규어!
와, 대박! 진짜 멋있겠다!
응, 나중에 우리 집에 놀러 와서 구경해.",101
"나는 만화 주제가 부르는 거 좋아해.
오, 만화 주제가? 어떤 거?
음, '달려라 하니'!
맞아! 나도 그 노래 좋아하는데!
우리 같이 달려라 하니 주제가 부를래?
좋아! 완전 재밌겠다.",104
"요즘 뭐 하는 게임 있어?
응, '리그 오브 레전드'!
오, 나도 그 게임 좋아하는데. 어떤 챔피언 제일 좋아해?
나는 '징크스'! 스킬 쓰는 재미가 쏠쏠해.
맞아! 징크스 진짜 재밌지.
우리 같이 롤 한 판 할래?
좋아! 완전 재밌겠다.",133
"나 이번에 '오버워치' 시작했잖아.
오, 진짜? 나도 오버워치 하는데.
무슨 캐릭터 제일 좋아해?
나는 '디바'! 너무 귀엽지 않아?
맞아! 디바 진짜 귀여워.
우리 같이 오버워치 할래?
좋아! 완전 재밌겠다.",117
"나 이번에 '배틀그라운드' 1등 했잖아!
와, 대박! 축하해!
고마워! 진짜 심장이 쫄깃쫄깃하더라.
어떻게 1등 했어? 비법 좀 알려줘.
음, 그냥 숨어 있다가 마지막에 운 좋게 이겼어.
ㅋㅋㅋ 그래도 대단하다!
우리 같이 배그 할래?
좋아! 완전 재밌겠다.",144
"제일 좋아하는 게임 장르 있어?
나는 RPG! 모험하고 성장하는 재미가 좋아.
오, 나도 RPG 좋아하는데. 어떤 게임 제일 좋아해?
'메이플스토리'! 어릴 때부터 했던 게임이야.
맞아! 메이플스토리 진짜 명작이지.
우리 같이 메이플스토리 할래?
좋아!",141
"나는 전략 시뮬레이션 게임 좋아해.
오, 어떤 게임?
'스타크래프트'!
맞아! 스타크래프트 진짜 재밌지.
나도 스타크래프트 좋아하는데.
우리 같이 스타크래프트 할래?
좋아! 완전 재밌겠다.",105
"나는 공포 게임 좋아해.
오, 진짜? 무섭지 않아?
응, 오히려 스릴 있어서 더 재밌어.
어떤 게임 제일 좋아해?
'바이오하자드'!
오, 나도 그 게임 좋아하는데.
우리 같이 바이오하자드 할래?
좋아!",112
"나는 퍼즐 게임 좋아해.
오, 어떤 게임?
'테트리스'!
맞아! 테트리스 진짜 중독성 있지.
나도 테트리스 좋아하는데.
우리 같이 테트리스 할래?
좋아! 완전 재밌겠다.",94
"나는 리듬 게임 좋아해.
오, 어떤 게임?
'이지투디제이'!
맞아! 이지투디제이 진짜 명작이지.
나도 이지투디제이 좋아하는데.
우리 같이 이지투디제이 할래?
좋아!",91
"나는 액션 게임 좋아해.
오, 어떤 게임?
'던전앤파이터'!
맞아! 던전앤파이터 진짜 재밌지.
나도 던전앤파이터 좋아하는데.
우리 같이 던전앤파이터 할래?
좋아!",90
"나는 스포츠 게임 좋아해.
오, 어떤 게임?
'피파온라인'!
맞아! 피파온라인 진짜 재밌지.
나도 피파온라인 좋아하는데.
우리 같이 피파온라인 할래?
좋아! 완전 재밌겠다.",96
"나는 레이싱 게임 좋아해.
오, 어떤 게임?
'카트라이더'!
맞아! 카트라이더 진짜 재밌지.
나도 카트라이더 좋아하는데.
우리 같이 카트라이더 할래?
좋아!",87
"나는 샌드박스 게임 좋아해.
오, 어떤 게임?
'마인크래프트'!
맞아! 마인크래프트 진짜 자유도가 높지.
나도 마인크래프트 좋아하는데.
우리 같이 마인크래프트 할래?
좋아! 완전 재밌겠다.",105
"나는 모바일 게임 좋아해.
오, 어떤 게임?
'쿠키런 킹덤'!
맞아! 쿠키런 킹덤 진짜 귀엽지.
나도 쿠키런 킹덤 좋아하는데.
우리 같이 쿠키런 킹덤 할래?
좋아! 완전 재밌겠다.",100
"나 이번에 닌텐도 스위치 샀잖아.
오, 진짜? 완전 부럽다!
무슨 게임 샀는데?
'동물의 숲'!
맞아! 동물의 숲 진짜 힐링 게임이지.
나도 동물의 숲 하고 싶다.
우리 같이 동물의 숲 할래?
좋아! 완전 재밌겠다.",120
"나 이번에 플스 샀잖아.
오, 진짜? 무슨 게임 샀는데?
'엘든 링'!
맞아! 엘든 링 진짜 명작이지.
근데 좀 어렵지 않아?
응, 어렵긴 한데 그래도 너무 재밌어.
나도 엘든 링 하고 싶다.
응, 우리 같이 할래?
좋아! 완전 재밌겠다.",133
"나 얼마 전에 PC방 갔다 왔잖아.
오, 진짜? 무슨 게임 했어?
'피파온라인'이랑 '리그 오브 레전드'!
맞아! PC방 가면 그 두 게임은 꼭 해야 해.
우리 다음에 같이 PC방 갈래?
좋아! 완전 재밌겠다.",117
"나는 혼자서 게임하는 거 좋아해.
오, 왜?
응, 다른 사람이랑 같이하면 뭔가 부담스러워서.
맞아, 나도 가끔은 혼자서 게임하고 싶을 때가 있어.
혼자서 게임하는 것도 재밌지.
응, 나만의 게임 세계를 만들 수 있어서 좋아.",125
"나는 친구들이랑 같이 게임하는 거 좋아해.
오, 왜?
응, 같이 게임하면서 이야기하는 게 너무 재밌어.
맞아! 특히 디스코드로 통화하면서 게임하면 시간 가는 줄 몰라.
우리 다음에 같이 게임할래?
좋아! 완전 재밌겠다.",122
"나 요즘 게임에 너무 빠졌어.
괜찮아! 게임은 스트레스 해소에도 좋잖아.
맞아! 게임하면서 스트레스 푸는 게 제일 좋아.
근데 게임만 너무 하면 안 되지.
응, 적당히 해야지.
우리 같이 게임하면서 공부도 열심히 하자.",122
"게임은 우리에게 어떤 의미일까?
음, 그냥 재미있는 놀이?
맞아! 그냥 놀이일 뿐이지.
그래도 게임을 통해 친구도 사귀고, 새로운 세상도 만나고.
응, 게임은 우리에게 많은 것을 선물해주는 것 같아.
나도 그렇게 생각해.",123
"게임은 중독성이 강하다고 하는데.
맞아! 나도 한번 시작하면 멈출 수가 없어.
그래도 게임은 적당히 즐겨야 해.
응, 게임 때문에 일상생활에 지장을 주면 안 되지.
우리 모두 게임을 건강하게 즐기자.",111
"게임 캐릭터 중에 제일 좋아하는 캐릭터 누구야?
나는 '오버워치'의 '트레이서'!
오, 왜?
응, 발랄하고 귀여워서 좋아.
나도 트레이서 좋아하는데!
우리 같이 트레이서 코스프레할까?
좋아! 완전 재밌겠다.",115
"나 요즘 인디 게임에 관심 많아.
오, 인디 게임? 어떤 거?
음, '컵헤드'라는 게임!
맞아! 컵헤드 진짜 어렵지.
응, 어려운데도 자꾸 도전하게 돼.
나도 컵헤드 해보고 싶다.
응, 다음에 같이 할래?
좋아!",118
"나는 게임 방송 보는 거 좋아해.
오, 어떤 방송?
음, '침착맨' 방송!
맞아! 침착맨 방송 진짜 재밌지.
게임하면서 웃는 게 제일 좋아.
우리 같이 게임 방송 볼래?
좋아! 완전 재밌겠다.",107
"뉴스에서 남북회담 소식 들었어?
응, 들었어! 잘 해결됐으면 좋겠다.
맞아, 평화롭게 잘 지냈으면 좋겠어.
빨리 통일돼서 우리 모두 자유롭게 왕래할 수 있었으면 좋겠다.
응, 우리 모두 한반도의 평화를 위해 노력하자.
응, 파이팅!",129
"우리 할아버지가 이북이 고향이셔.
오, 진짜? 이산가족이시구나.
응, 할아버지께서 통일되는 날만 기다리셔.
빨리 할아버지가 고향에 가실 수 있었으면 좋겠다.
응, 전쟁의 상처가 치유되었으면 좋겠어.
우리 모두 통일을 위해 기도하자.",129
"북한 음식 먹어봤어?
아니, 못 먹어봤어.
나는 평양냉면 먹어봤는데, 진짜 맛있었어.
오, 진짜? 나도 평양냉면 먹어보고 싶다.
응, 북한 음식도 맛있고, 북한 사람들도 정이 많대.
우리 모두 서로를 이해하고 사랑하자.",122
"통일되면 제일 먼저 하고 싶은 일은?
음, 백두산에 가보고 싶어.
나도! 금강산도 가보고 싶고.
응, 북한의 아름다운 자연을 내 눈으로 보고 싶어.
우리 통일되면 같이 여행 가자.
좋아! 완전 재밌겠다.",113
"북한에도 K-pop 팬이 많다고 하더라.
오, 진짜? 완전 신기하다!
응, 우리랑 똑같이 BTS, 블랙핑크 좋아한대.
와, 역시 음악은 하나 되는 힘이 있네.
응, 문화 교류가 더 활발해졌으면 좋겠다.
우리 모두 함께 즐기자.",126
"통일되면 북한 친구들 사귀고 싶다.
나도! 서로 다른 문화에 대해 이야기하면 재밌을 것 같아.
맞아, 서로의 삶을 이해하고 존중하면 좋겠어.
우리 모두 통일된 나라에서 사이좋게 지내자.
응, 좋아.",110
"뉴스에서 북한 어린이들 소식 들으면 마음이 아파.
맞아, 배고파하는 아이들이 너무 많대.
빨리 통일돼서 아이들이 배부르게 먹을 수 있었으면 좋겠다.
응, 아이들이 행복하게 살 수 있는 세상이 되었으면 좋겠어.
우리 모두 북한 아이들을 위해 노력하자.
응, 힘내자.",147
"통일은 언젠가 될까?
음, 언젠가는 되겠지. 우리 모두 노력하면.
맞아, 통일은 우리 모두의 꿈이니까.
우리 모두 통일을 위해 조금씩 노력하자.
응, 평화통일을 위해 파이팅!",97
"통일되면 남북한 사람들이 서로 다른 언어 때문에 힘들지 않을까?
음, 사투리가 좀 다르겠지만, 그래도 통할 거야.
맞아, 같은 민족인데 뭐.
우리 모두 서로의 언어를 이해하려고 노력하자.
응, 좋아.",111
"통일되면 북한 사람들한테 우리 문화를 알려주고 싶어.
오, 어떤 문화?
음, K-pop, K-드라마, K-영화!
맞아! 북한 사람들도 좋아할 것 같아.
우리 모두 문화 교류를 통해 하나 되자.
응, 좋아!",114
"통일되면 북한 사람들한테 우리 맛있는 음식들 소개해줄래?
오, 어떤 음식?
음, 치킨이랑 피자랑 햄버거!
맞아! 북한 사람들도 좋아할 것 같아.
우리 모두 통일되면 같이 맛있는 거 먹자.
좋아! 완전 기대된다.",117
"통일되면 북한에도 우리처럼 학교가 많아지겠지?
응, 당연하지! 아이들이 안전하게 공부할 수 있어야 해.
맞아, 교육이 중요하니까.
우리 모두 북한 아이들이 꿈을 펼칠 수 있도록 도와주자.
응, 힘내자.",112
"통일되면 북한의 경제도 좋아질까?
응, 당연하지! 우리가 도와주면.
맞아, 남북한이 서로 협력하면 더 좋은 세상이 될 거야.
우리 모두 경제 발전을 위해 노력하자.
응, 파이팅!",99
"통일되면 북한에도 우리처럼 인터넷이 자유로워지겠지?
응, 당연하지! 모든 사람들이 정보를 자유롭게 얻어야 해.
맞아, 정보가 중요하니까.
우리 모두 북한 사람들이 자유롭게 살 수 있도록 도와주자.
응, 파이팅!",117
"통일되면 북한 사람들도 우리처럼 여행을 자유롭게 다닐 수 있겠지?
응, 당연하지! 모든 사람들이 자유롭게 여행해야 해.
맞아, 여행은 삶의 즐거움이니까.
우리 모두 북한 사람들이 자유롭게 여행할 수 있도록 도와주자.
응, 힘내자.",128
"통일되면 북한 사람들도 우리처럼 좋아하는 연예인 만나러 갈 수 있겠지?
응, 당연하지! 모든 사람들이 좋아하는 연예인을 만날 수 있어야 해.
맞아, 좋아하는 연예인 만나는 건 행복한 일이니까.
우리 모두 북한 사람들이 행복하게 살 수 있도록 도와주자.
응, 파이팅!",148
"통일되면 북한 사람들도 우리처럼 좋아하는 옷을 입을 수 있겠지?
응, 당연하지! 모든 사람들이 좋아하는 옷을 입을 수 있어야 해.
맞아, 패션은 자신을 표현하는 수단이니까.
우리 모두 북한 사람들이 자신을 자유롭게 표현할 수 있도록 도와주자.
응, 힘내자.",143
"통일되면 북한 사람들도 우리처럼 평화롭게 살 수 있겠지?
응, 당연하지! 모든 사람들이 평화롭게 살 수 있어야 해.
맞아, 평화는 중요하니까.
우리 모두 한반도의 평화를 위해 노력하자.
응, 좋아.",110
"경주에 다녀왔는데 불국사가 진짜 멋있더라.
맞아, 신라 시대의 아름다움이 느껴지지 않아?
응, 석가탑이랑 다보탑 보는데 감동이었어.
우리나라의 역사와 문화가 자랑스러워.
맞아, 우리 모두 역사를 잊지 말고 기억해야 해.
응, 우리 함께 역사를 공부하자.",141
"역사 드라마 '정도전' 봤어?
응, 봤지! 정도전 진짜 멋있더라.
맞아, 고려를 무너뜨리고 조선을 세운 인물!
정도전 보면서 역사는 승자의 기록이라는 걸 깨달았어.
응, 역사 공부하면 얻는 게 많은 것 같아.
나도 역사 공부 더 열심히 해야겠다.",137
"박물관에 가면 왠지 모르게 마음이 편안해져.
맞아, 과거의 흔적들을 보면서 뭔가 위로받는 기분이야.
응, 특히 유물들을 보면 신기해.
어떻게 저런 걸 만들었을까?
맞아, 선조들의 지혜와 기술에 감탄하게 돼.
우리 자주 박물관 가자.",129
"역사 책 중에 제일 좋아하는 책 있어?
응, '삼국사기'랑 '삼국유사'!
오, 나도 그 책들 좋아하는데.
맞아, 신라, 고구려, 백제 이야기가 흥미진진해.
우리 삼국시대 역사에 대해 이야기할래?
좋아! 완전 재밌겠다.",121
"나는 역사 영화 보는 거 좋아해.
오, 어떤 영화?
음, '명량'이랑 '남한산성'!
맞아, 그 영화들 진짜 재밌지.
영화 보면서 역사를 더 쉽게 이해하게 되는 것 같아.
응, 나도 그렇게 생각해.",109
"나는 역사 유적지 탐방하는 거 좋아해.
오, 어떤 유적지?
음, 경복궁이랑 수원화성!
맞아, 경복궁은 진짜 아름답고, 수원화성은 진짜 웅장해.
우리 다음 주에 같이 수원화성 갈까?
좋아! 완전 기대된다.",113
"역사 시간에 배운 내용 중에 제일 흥미로웠던 사건은?
음, '임진왜란'!
오, 임진왜란! 이순신 장군 이야기?
응, 이순신 장군의 용기와 지혜에 감탄했어.
나도 이순신 장군님 존경해.
우리 이순신 장군님에 대해 이야기할래?
좋아!",128
"역사 인물 중에 제일 존경하는 인물은?
나는 '세종대왕'!
오, 왜?
응, 한글을 창제해서 우리 백성들을 사랑했으니까.
맞아, 세종대왕님은 진짜 위대한 분이셔.
우리 세종대왕님에 대해 더 많이 공부하자.",113
"우리나라 역사 중에 제일 자랑스러운 순간은?
음, 3.1 운동!
맞아, 우리 선조들의 독립을 향한 열정이 느껴져.
응, 그분들의 희생 덕분에 우리가 이렇게 자유롭게 살 수 있는 것 같아.
우리 모두 그분들께 감사함을 잊지 말자.
응, 좋아.",134
"나는 세계사 공부하는 거 좋아해.
오, 세계사? 왜?
응, 다양한 나라의 역사와 문화를 배울 수 있어서 좋아.
맞아, 세계사를 공부하면 시야가 넓어지는 것 같아.
어떤 나라 역사 제일 좋아해?
음, 이집트! 피라미드가 신기해.",126
"고고학자가 되고 싶어.
오, 진짜? 왜?
응, 땅속에 숨겨진 역사를 발견하고 싶어서.
멋지다! 고고학자가 되면 어떤 유물을 발굴하고 싶어?
음, 백제 금동대향로 같은 거!
와, 대박! 진짜 멋있는 꿈이다!",114
"나는 역사 다큐멘터리 보는 거 좋아해.
오, 어떤 다큐멘터리?
음, '역사저널 그날'!
맞아, 그 프로그램 진짜 재밌지.
역사적 사건을 쉽고 재미있게 알려줘서 좋아.
우리 같이 역사저널 그날 볼래?
좋아!",114
"나는 역사 게임하는 거 좋아해.
오, 역사 게임? 어떤 거?
음, '어쌔신 크리드'!
맞아, 어쌔신 크리드 진짜 재밌지.
게임하면서 역사에 대해 배우는 거 좋아해.
응, 나도 그렇게 생각해.",106
"우리나라 역사 중에 제일 슬펐던 순간은?
음, 일제강점기!
맞아, 우리 선조들이 얼마나 힘드셨을까.
빨리 독립됐으면 좋겠어.
응, 우리 모두 독립운동가들께 감사함을 잊지 말자.",98
"나는 역사 유튜브 보는 거 좋아해.
오, 어떤 유튜브?
음, '역사학자 정명섭'!
맞아, 그분 진짜 설명 잘해주셔.
역사적 사건을 깊이 있게 다뤄줘서 좋아.
우리 같이 역사학자 정명섭 유튜브 볼래?
좋아!",114
"우리나라 역사 중에 제일 신기했던 순간은?
음, '신라의 삼국통일'!
맞아, 작은 나라 신라가 어떻게 삼국을 통일했는지 신기해.
응, 신라의 지혜와 외교력이 대단했던 것 같아.
우리 신라 역사에 대해 더 많이 공부하자.",122
"나는 역사 박물관 가는 거 좋아해.
오, 어떤 박물관?
음, 국립중앙박물관!
맞아, 국립중앙박물관 진짜 크고 볼 게 많지.
우리 다음에 같이 갈까?
좋아! 완전 재밌겠다.",95
"나는 역사 책 읽는 거 좋아해.
오, 역사 책? 왜?
응, 역사에 대해 더 깊이 이해할 수 있어서 좋아.
맞아, 역사 책 읽으면 뭔가 지혜로워지는 것 같아.
어떤 책 추천해 줄 만한 거 있어?
'조선의 왕실 이야기'!
오, 나도 그 책 읽어봐야겠다.",139
"나는 역사 웹드라마 보는 거 좋아해.
오, 역사 웹드라마? 왜?
응, 재미있게 역사 공부하는 기분이야.
맞아, 웹드라마 보면서 역사에 관심 갖게 됐어.
어떤 웹드라마 추천해 줄 만한 거 있어?
'연애의 발견'!
오, 나도 그 웹드라마 좋아하는데!
응, 우리 취향 진짜 똑같다.",154
"나는 역사 탐방 프로그램 보는 거 좋아해.
오, 어떤 프로그램?
음, '한국인의 밥상'!
맞아, 그 프로그램 진짜 재밌지.
음식을 통해 역사를 배우는 게 신기해.
우리 같이 한국인의 밥상 볼래?
좋아!",112
"나는 역사 팟캐스트 듣는 거 좋아해.
오, 어떤 팟캐스트?
음, '역사 탐정'!
맞아, 그 팟캐스트 진짜 재밌지.
역사적 사건의 미스터리를 파헤치는 게 흥미로워.
우리 같이 역사 탐정 들을래?
좋아!",111
"나는 역사적인 순간을 직접 경험해보고 싶어.
오, 진짜? 어떤 순간?
음, 3.1 운동!
와, 대단하다! 나도 그 순간에 있었으면 좋겠다.
우리 모두 역사를 잊지 말고 기억하자.
응, 우리의 미래는 과거에 달려있으니까.",122
"우리 만난 게 운명인 것 같아.
맞아, 길 가다가 우연히 부딪혔는데.
응, 그때 네가 아니었다면 우리는 영영 몰랐겠지.
맞아, 생각할수록 신기하다.
우리 운명적인 만남을 축하할까?
좋아!",104
"운명을 믿어?
응, 믿어. 모든 일은 다 정해져 있다고 생각해.
나는 반대야. 운명은 우리가 만들어가는 거 아닐까?
음, 그렇기도 하네.
그래도 우리 만난 건 운명이야.
맞아, 그건 인정.",105
"어릴 때부터 꿈꾸던 직업이 있었는데, 결국 그 일을 하게 됐어.
오, 진짜? 운명적인 일인데!
맞아, 운명은 우리가 꿈꾸는 일을 하게 해주는 것 같아.
나도 운명적인 직업을 찾고 싶다.
응, 분명히 찾을 수 있을 거야.",122
"우리 학교 앞에 있는 카페에 매일 가는 이유가 운명일까?
음, 운명이라고 생각해.
왜?
응, 그 카페에서 우리가 처음 만났잖아.
맞아, 생각할수록 신기하다.
우리 운명적인 만남을 기념할까?
좋아!",109
"나는 운명적인 사랑을 믿어.
오, 진짜?
응, 언젠가 운명적인 사람을 만나게 될 거라고 믿어.
나도 운명적인 사랑을 꿈꿔왔어.
우리 운명적인 사랑을 위해 노력하자.
응, 파이팅!",99
"어제 길 가다가 지갑을 주웠는데, 주인에게 돌려줬어.
오, 진짜? 좋은 일 했네.
근데 그 사람이 내 옆집에 사는 사람이었어.
와, 대박! 운명적인 만남인데!
맞아, 세상 참 좁다.",101
"나는 운명적으로 성공할 것 같아.
오, 진짜? 왜?
응, 모든 일이 다 잘 풀리는 것 같아.
나도 운명적으로 성공하고 싶다.
응, 우리 모두 운명을 믿고 노력하자.",91
"우리 취향이 이렇게 똑같은 건 운명일까?
맞아, 영화 취향도 똑같고, 음악 취향도 똑같고.
응, 우리 천생연분인가?
맞아! 운명인가 봐.
우리 운명적인 취향을 기념할까?
좋아!",98
"나는 운명적으로 행복할 것 같아.
오, 진짜? 왜?
응, 나는 행복할 자격이 있으니까.
맞아, 우리 모두 행복할 자격이 있어.
우리 운명을 믿고 행복하게 살자.
응, 좋아.",96
"어제 길 가다가 잃어버렸던 내 책을 찾았어.
오, 진짜? 운명적인 일인데!
맞아, 그 책은 나에게 돌아올 운명이었나 봐.
나도 운명적인 물건을 찾고 싶다.
응, 분명히 찾을 수 있을 거야.",105
"나는 운명적으로 부자가 될 것 같아.
오, 진짜? 왜?
응, 부자가 되기 위해 노력하고 있으니까.
맞아, 운명은 노력하는 자의 것이지.
우리 운명을 믿고 부자가 되자.
응, 파이팅!",101
"나는 운명적으로 사랑하는 사람을 만날 것 같아.
오, 진짜? 왜?
응, 나는 사랑할 준비가 되어 있으니까.
맞아, 운명은 사랑할 준비가 된 사람에게 오는 거지.
우리 운명을 믿고 사랑하자.
응, 좋아.",112
"나는 운명적으로 행복할 것 같아.
오, 진짜? 왜?
응, 나는 행복을 선택했으니까.
맞아, 운명은 우리가 선택하는 거지.
우리 운명을 믿고 행복을 선택하자.
응, 좋아.",94
"나는 좀 내성적인 성격인 것 같아.
괜찮아! 내성적인 것도 장점이야.
왜?
음, 생각이 깊고, 남을 잘 배려하잖아.
맞아! 나도 그렇게 생각할래.
응, 우리 모두 있는 그대로의 자신을 사랑하자.",108
"나는 외향적인 성격인 것 같아.
맞아! 넌 진짜 에너지가 넘치는 것 같아.
응, 새로운 사람 만나는 거 좋아하고, 활동적인 거 좋아해.
나도 너처럼 외향적이고 싶다.
괜찮아! 너도 너만의 매력이 있어.
응, 고마워!",120
