"dialogue","글자수"
"혹시 대중교통 이용할 때 제일 좋아하는 점이 뭐예요?
음... 딱히 없어요.
정말요?
네. 그냥 아무 생각 없이 멍 때릴 수 있어서 좋아요.
오, 그것도 좋네요.
그럼 혹시 제일 싫어하는 점은요?
음... 딱히 없어요.
정말요?
네. 그냥 다 좋아요.","140"
"혹시 대중교통 이용할 때 제일 짜증나는 점이 뭐예요?
음... 딱히 없어요.
정말요?
네. 그냥 다 괜찮아요.
정말 능청스럽네요.","72"
"새로 나온 AI 로봇 봤어?
네, 봤습니다. 정말 신기하더라고요.
근데 말하는 게 너무 부자연스러워서 실망했어.
아, 아직은 사람만큼 자연스럽지 않아서 그런가 봐요.
그래도 앞으로 더 좋아지겠지?
네, 당연하죠! 언젠가는 사람처럼 말할 수 있게 될 거예요.
그때까지 기다려봐야겠네.
네, 지켜보자고요.","168"
"혹시 물리학 관련 책 추천해주실 수 있으세요?
음... 어떤 분야에 관심이 있으신가요?
우주나 블랙홀 같은 거요!
아, 그럼 '코스모스'라는 책 읽어보세요.
네, 감사합니다! 꼭 읽어볼게요!","106"
"저번에 소개팅 한 사람, 어땠어?
음, 그냥 그랬어.
왜? 마음에 안 들었어?
네... 좀 실망했어요.
뭐가?
그냥... 생각했던 거랑 좀 달랐어요.","83"
"요즘 AI가 쓴 소설이 많던데, 읽어보셨어요?
네, 읽어봤습니다.
어떠셨어요?
좀... 어색하더라고요. 사람이 쓴 것 같지 않아서.
아, 아직은 그런가 봐요.
네, 그래도 앞으로는 더 좋아지겠죠?","109"
"혹시 좋아하는 사람 생기면 어떻게 표현하세요?
음, 저는 그냥 솔직하게 말하는 편이에요.
와, 정말 용감하시네요!
아니에요. 그냥 마음 가는 대로 하는 거죠.
그럼 고백은 누가 먼저 해요?
음... 먼저 하는 사람이 임자죠!","125"
"이번에 개봉한 SF 영화 봤어?
아니, 아직. 재밌어?
응, 완전! 물리학 개념이 많이 나와서 흥미로웠어.
어떤 내용인데?
블랙홀에 빨려 들어가는 이야기인데, 진짜 신기해!
오, 나도 봐야겠다.","108"
"저번에 AI 면접 봤는데, 너무 딱딱해서 실망했어.
아, 아직은 사람의 감정을 읽는 건 힘든가 봐요.
그래도 앞으로는 더 발전하겠지?
네, 그럼요! 언젠가는 사람처럼 따뜻한 면접관이 될 거예요.","108"
"혹시 물리학 공부하는 거 재밌으세요?
네, 재미있습니다. 세상의 모든 원리를 알 수 있으니까요.
와, 대단하시네요! 저는 너무 어려워서 포기했는데.
포기하지 마세요! 천천히 하면 누구나 할 수 있어요.","112"
"이번에 연애 시작했어.
와, 축하해! 어떻게 만났어?
소개팅으로 만났어.
오, 드디어 솔로 탈출이네!
하하, 그렇지!
행복하게 잘 지내!","76"
"요즘 AI가 쓴 음악이 많던데, 들어보셨어요?
네, 들어봤습니다.
어떠셨어요?
음... 좀 감정이 없는 것 같아서 실망했어요.
맞아요. 아직은 사람만큼 감성적이지 않은 것 같아요.
네, 그래도 언젠가는 더 좋은 음악을 만들 수 있겠죠.","131"
"혹시 좋아하는 연예인 있으세요?
네, 있습니다.
누구요?
음... 비밀입니다!
에이, 알려주세요!
안 돼요! 비밀은 지켜져야죠!","71"
"혹시 평행 우주에 대해 아세요?
네, 조금 압니다.
진짜 평행 우주가 존재할까요?
음... 글쎄요. 아직은 알 수 없죠.
그래도 있다고 믿고 싶어요!
네, 저도요!","91"
"이번에 헤어졌어.
왜? 무슨 일 있었어?
그냥... 서로 안 맞는 것 같아서.
아, 그렇구나. 너무 실망하지 마.
응, 괜찮아. 더 좋은 사람 만나겠지.
당연하지! 힘내!","95"
"혹시 AI가 쓴 시 읽어보셨어요?
네, 읽어봤습니다.
어떠셨어요?
음... 좀 감정이 없어서 실망했어요.
맞아요. 아직은 사람의 마음을 표현하기는 힘든 것 같아요.
네, 그래도 앞으로는 더 나아지겠죠?","112"
"혹시 상대방한테 고백할 때 어떤 말을 해야 할지 알려주세요.
음... 그냥 솔직하게 마음을 전하는 게 제일 좋은 것 같아요.
그게 제일 어렵죠...
용기를 내보세요! 분명 좋은 결과가 있을 거예요.","110"
"혹시 양자역학에 대해 아세요?
네, 조금 압니다.
너무 어렵지 않으세요?
네, 어렵지만 흥미롭습니다.
어떤 점이 흥미로우세요?
세상의 모든 것이 불확정적이라는 점이요.","93"
"이번에 소개팅한 사람, 정말 마음에 들었는데...
왜? 잘 안 됐어?
네... 연락이 끊겼어요.
아, 그렇구나. 너무 실망하지 마. 더 좋은 사람 만날 거야.
응, 고마워.","96"
"혹시 AI가 그린 그림 본 적 있으세요?
네, 봤습니다.
어떠셨어요?
음... 좀 기괴하더라고요. 사람이 그린 것 같지 않아서.
맞아요. 아직은 인간의 감성을 따라올 수 없는 것 같아요.
네, 그래도 언젠가는 더 좋은 그림을 그릴 수 있겠죠.","135"
"혹시 연애할 때 제일 중요한 게 뭐라고 생각하세요?
음, 저는 서로를 존중해주는 마음이라고 생각합니다.
맞아요. 서로를 배려하고 존중해줘야 오래가는 것 같아요.
네, 그런 것 같아요.","102"
"혹시 아인슈타인의 상대성 이론에 대해 아세요?
네, 조금 압니다.
너무 어렵지 않으세요?
네, 어렵지만 재미있습니다.
어떤 점이 재미있으세요?
시간과 공간이 상대적이라는 점이요.","99"
"혹시 재테크 공부 어떻게 시작해야 할지 모르겠어요.
음, 일단 책을 여러 권 읽어보는 게 제일 중요해요.
어떤 책이 좋을까요? 너무 많아서 뭘 읽어야 할지 모르겠어요.
일단 '부자 아빠 가난한 아빠' 같은 고전부터 시작하세요.
네, 알겠습니다. 근데 주식 투자는 어떻게 해야 할까요?
주식 투자는 꼼꼼하게 기업 분석을 해야 해요.
음... 저는 잘 모르는 분야라서 좀 겁이 나네요.
그래도 일단 시작해야죠. 겁내지 마세요.
네, 단호하게 말씀하시네요. 알겠습니다!","259"
"오늘 영업 실적 너무 안 좋아서 속상해요.
왜요? 무슨 일 있으셨어요?
고객들이 다 거절해서...
음, 원래 다 그런 거죠.
그래도 좀 속상하네요.
속상해하지 마세요! 경쟁은 이제부터 시작이에요.
맞는 말이에요. 다음엔 더 열심히 할게요!","133"
"혹시 대중교통 이용하는 거 불편하지 않으세요?
네, 좀 불편해요. 특히 출퇴근 시간에는 사람이 너무 많아서.
맞아요. 그래서 저는 그냥 자가용 이용해요.
그래도 자가용은 유지비가 많이 들잖아요.
음, 그래도 편하니까요. 시간을 절약할 수 있잖아요.
그렇긴 하네요.","147"
"요즘 재테크에 관심이 많아서 공부하고 있어요.
오, 어떤 재테크요?
주식 투자랑 부동산 투자요.
음, 주식 투자는 꼼꼼하게 해야 해요.
네, 알고 있어요. 그래서 요즘 차트 분석 공부하고 있어요.
그래도 실전은 다르니까 조심하세요.","129"
"이번 달 영업 목표, 꼭 달성해야 할 텐데.
네, 꼭 달성해야죠.
근데 목표가 너무 높지 않아요?
원래 목표는 높게 잡아야죠. 그래야 성장하니까요.
하긴, 맞는 말이네요.
우리 같이 힘내서 꼭 달성해요!","113"
"혹시 자가용 말고 대중교통 이용할 때 불편한 점 있으세요?
음, 딱히 없어요. 그냥 편하게 이용하고 있어요.
그래도 불편한 점이 하나도 없으세요?
네. 없는데요.","90"
"이번에 회사에서 진행하는 영업 교육 말이야.
아, 그거? 나도 들을 거야!
오, 진짜? 그럼 같이 듣자!
좋지! 경쟁은 이제부터 시작이니까.
하하, 그래!","86"
"이번 달 영업 실적, 정말 처참하네요.
왜요? 무슨 일 있으셨어요?
고객들이 다 거절해서...
괜찮아요. 다음 달엔 더 잘할 수 있어요.
맞아요. 제가 꼭 1등 할 거예요.","96"
"이번 영업 프로젝트, 꼭 성공시켜야 해!
당연하죠! 우리가 누구인데!
하하, 그래! 우리가 최고지!","55"
"이번 영업 경쟁, 꼭 이겨야 해!
당연하죠! 제가 1등 할 거예요.
하하, 기대할게!","47"
"이번 영업 프로젝트, 꼭 성공시킬 거야!
당연하죠! 우리가 최고니까요!
그래! 우리 같이 힘내자!","54"
"수학 공부하고 있어?
네, 하고 있어요.
어려워?
네, 어려워요.
그래도 잘하고 있어.
정말요?
응, 내 눈엔 다 보여.
고마워요.
힘내.
네.
뭐가 제일 어려워?
미적분이요.
하하, 귀여워.","107"
"요즘 술 마셔?
아뇨.
왜?
그냥요.
건강 생각해야지.
네.
술은 적당히 마시는 게 좋아.
네.
술이 인생의 전부는 아니야.
맞아요.
근데 혹시 술 좋아해?
네.
하하, 귀여워.","99"
"서비스업 힘드시죠?
네, 좀 힘들어요.
어떤 점이 제일 힘들어요?
진상 손님이요.
괜찮아요.
네?
다 이해해.
정말요?
응.
마음 편하게 가져.
네.
언제든지 힘들면 말해.
네.","99"
"저기요, 지금 저를 무시하는 거예요?
아니요, 무슨 그런 말씀을...
아니긴 뭐가 아니에요! 제가 말하는데 왜 딴청을 피우세요!
죄송합니다. 제가 잠깐 딴생각을...
딴생각이요? 지금 중요한 얘기 중인데?
정말 죄송합니다.
변호사님 맞아요? 왜 그렇게 대충 들으시는데요?
아니, 대충 듣는 게 아니라...
하... 됐어요. 얘기하기 싫네요.
죄송합니다.","197"
"야, 너 진짜 너무 편협한 거 아니냐?
내가 뭘.
아니, 왜 그렇게 한쪽으로만 생각하는데?
그럼 어떻게 생각하라고?
다양하게 생각할 수도 있잖아.
난 그렇게 생각하기 싫은데.
진짜 답답하다, 너.
난 네가 더 답답해.","121"
"이게 지금 과학적으로 맞는 얘기라고 생각하세요?
네, 저는 그렇게 생각합니다.
하... 정말 웃기네요.
웃기시다고요?
네. 세상에 말도 안 되는 얘기를.
말도 안 되는 얘기라니요?
됐어요. 더 얘기하고 싶지 않네요.","120"
"혹시 보험 드셨어요?
네.
어디 보험이요?
...그건 왜 물으시죠?
그냥 궁금해서요.
그렇군요.
왜 대답을 안 하세요?
...","70"
"제가 인테리어에 대해 좀 아는데요.
네.
근데 그렇게 하시면 안 될 것 같아요.
왜요?
제가 보기에 별로거든요.
저한테는 이게 최선인데요.
그래도 그렇게 하시면 안 되죠.
그럼 어떻게 하라고요?
제가 알려드릴게요.","119"
"그게 제 잘못이에요?
네, 당신 잘못입니다.
왜요?
당신이 그렇게 생각했으니까요.
...
너무 단정적이시네요.
원래 그래요.","69"
"혹시 뭐 좀 아세요?
네, 조금 압니다.
그럼 그거 제가 가져도 되나요?
네?
저한테 주시면 안 돼요?
안 됩니다.
왜요?
제 거니까요.","76"
"진짜 너무하시네요!
제가 뭘요.
아니, 어떻게 저한테 그럴 수 있어요?
왜요?
제가 얼마나 열심히 했는데!
그게 저랑 무슨 상관인데요?
...
대답을 못 하시네요.
...","95"
"지금 저한테 시비 거는 거예요?
네.
왜요?
그냥요.
뭐야, 진짜.
왜요? 마음에 안 드세요?","52"
"너무 활발해서 좀 부담스럽네요.
네? 왜요?
그냥요. 너무 에너지가 넘쳐서.
에너지가 넘치는 게 문제인가요?
네, 저한테는요.
하... 죄송합니다.","82"
"혹시 지금 시간 있으세요?
네.
제가 잠깐 좀 봐달라고 하면 안 될까요?
뭘요?
제 작품이요.
네...
너무 날카롭게 평가하지 말아주세요.
...노력해볼게요.","88"
"그렇게 생각하는 건 좀 아니지 않아요?
왜요?
아니... 어떻게 그런 식으로만 생각해요?
내 생각인데요, 뭐.
진짜...
왜요?","71"
"혹시 그 사람...
네.
아직도 그렇게 살아요?
네.
참 대단하네요.
네.","41"
"제가 아는 인테리어는 이게 아닌데요.
네.
왜 그렇게 하셨어요?
제가 원하는 대로 한 건데요.
그래도... 좀...
제가 하고 싶은 대로 했어요.","81"
"오늘도 활발하시네요.
네, 그렇죠!
좀 조용히 하시면 안 돼요?
네? 왜요?
그냥 좀요.
...죄송합니다.","59"
"이거 제가 만든 건데, 좀 봐주세요.
네.
근데 왜 그렇게 냉담하게 보세요?
제가 뭐 잘못했나요?
아뇨. 그냥...
네.","67"
"혹시 저한테 불만 있으세요?
네, 있습니다.
왜요?
그냥요.
말씀해보세요.
싫습니다.","47"
"혹시 디자인에 대해서 좀 알려주실 수 있으세요?
네, 제가 아는 선에서 최대한 도와드릴게요.
정말 감사해요. 제가 너무 부족해서요.
아니에요. 저도 처음엔 그랬어요.
그렇게 말씀해주시니 위로가 되네요.
다들 그런 과정을 거치는 거죠.
네... 저도 열심히 해볼게요.
네, 좋아요.","156"
"제가 코딩을 잘할 수 있을까요?
당연하죠.
근데 너무 어려워요.
어려운 건 당연한 거예요.
그렇겠죠?
네, 그러니 너무 걱정하지 마세요.
알겠어요.","82"
"선배님... 저 때문에 망했죠?
무슨 소리야. 왜 네 탓을 해.
제가 실수해서...
실수 없는 사람은 없어.
그래도... 너무 죄송해서.
괜찮아. 다음부터 잘하면 돼.","93"
"이 약, 정말 효과가 있을까요?
제가 드릴 수 있는 말씀은 없네요.
네? 왜요?
...그냥 믿고 드셔보세요.
...네.","66"
"제가 뭘 잘못했나요?
네가 뭘 잘못했는지 아는 게 먼저 아닐까요?
네? 그게 무슨...
...생각해보세요.
제가 뭘 잘못했는지 모르겠어요.
...그걸 알아야 해요.","91"
"그게 말이 된다고 생각하세요?
무슨 말씀이신지...
아니, 지금 제정신이에요?
네.
진짜 어이가 없네요.
...
너무 황당해서 할 말이 없어요.
...","84"
"네, 안녕하세요.
아... 네. 안녕하세요.
혹시 저한테 할 말 있으세요?
아뇨, 딱히...
근데 왜 저를 계속 쳐다보세요?
...죄송합니다.","79"
"혹시 저 때문에 그런가요?
아니에요.
정말요?
네.
근데 왜 그렇게 불안해하세요?
...그냥... 그래요.","59"
"이거 제가 만든 건데, 좀 봐주세요.
네.
...어떠세요?
...괜찮네요.
그게 끝이에요?
네.","53"
"너무 겸손하신 거 아니에요?
제가 뭘요.
아니, 저번에 그거...
아무것도 아니에요.
그래도...
...","58"
"야, 나 드디어 성공했어!
정말? 뭘 성공했다는 거야?
나, 드디어 살 뺐다! 내가 목표로 했던 몸무게 달성했어!
우와, 진짜? 대박이다! 축하해!
헤헤, 고마워! 나 진짜 포기할 뻔했었거든.
아니야, 너 진짜 대단해! 내가 다 봤잖아, 얼마나 열심히 했는지.
그렇지? 나 매일매일 운동하고, 식단 조절하고... 진짜 힘들었어.
그래도 이렇게 멋진 결과를 얻었잖아! 너무너무 축하해!
고마워! 너 응원 덕분이야. 너 없었으면 아마 중간에 포기했을걸?
아니야, 네 의지가 강했던 거지!
히히, 그래도 네가 옆에서 계속 응원해줘서 힘이 났어.
당연하지! 내 친구가 멋진 몸매로 변신하는데, 내가 가만히 있을 수 있나.
이제 우리 같이 맛있는 거 먹으러 가자!
좋아! 네가 먹고 싶은 거 다 사줄게!
정말? 그럼 나 오늘부터 폭식할래!
하하, 안 돼! 그렇게 힘들게 뺀 살인데 다시 찌면 어떡해!
걱정 마! 먹고 또 운동하면 되지!
그래, 이젠 좀 즐겨도 돼!
히히, 너무 좋아!
자, 이제 시작이야!
네!
어디로 갈까?
음... 맛집 알아봐 놨지롱!
역시! 역시 내 친구야!
하하, 그럼 우리 지금 당장 갈까?
좋아! 출발!
조심해서 가자!
네!
너무너무 행복해!
나도!
최고야!
최고!
다음에 또 같이 운동하자!
네!","624"
"오늘도 운동 왔어?
네! 집주인 아저씨도 나오셨네요!
그럼! 매일매일 나와야지!
대단하시네요! 저는 꾸준히 하기가 너무 어려워요.
처음이 어렵지, 하다 보면 재미 붙는다니까!
정말요? 저는 맨날 힘들어서 죽을 것 같은데요.
그것도 다 과정이야! 힘든 만큼 몸이 좋아지는 거라고!
음... 그런가요?
그렇고말고! 봐봐, 내 몸! 얼마나 짱짱해졌는지!
오... 진짜 그러시네요!
자, 이제 시작해볼까?
네!
자신감을 가져! 너도 할 수 있어!
네!
자, 하나!
둘!
셋!
넷!
다섯!
하... 힘들다...
벌써 힘들면 안 돼! 조금만 더!
으으... 알았어요...
파이팅!
파이팅!
아저씨, 저도 아저씨처럼 될 수 있을까요?
당연하지! 나보다 더 멋있어질걸?
히히, 그럼 좋겠다!
될 수 있어!
네!","389"
"저기요... 저기...
네? 왜 그러세요?
혹시... 제가 뭘 잘못했나요?
아뇨, 전혀요.
근데 왜 그렇게 불안하게 보시는 거예요?
아... 죄송해요. 제가 원래 좀 소심해서.
아니에요. 혹시 제가 기분 나쁘게 한 게 있나 해서요.
아니에요! 절대 그런 거 아니에요!
정말이죠? 저 오늘 잠 못 잘 것 같아요.
아니에요! 제가 죄송해요! 그냥 제가 좀... 그래요.
아... 그런가요?
네. 제가 좀 사람을 대하는 게 서툴러서...
괜찮아요. 저도 그래요.
진짜요?
네.
다행이다.
네...
너무 걱정하지 마세요.
네.
...제가 뭘 잘못했나 해서요.
아니라니까요!
네...","321"
"오늘 우리 뭐 볼까?
글쎄, 뭐 재밌는 거 없어?
음... 이거 어때?
이거? 이거 좀 무섭게 생겼는데?
아냐, 후기 보니까 재밌대!
진짜? 난 무서운 거 못 보는데...
에이, 괜찮아! 내가 옆에 있는데 뭐가 무서워!
그래도... 나 무서워서 울면 어떡해?
울면... 내가 안아줄게!
히히, 진짜?
응! 진짜!
그럼 볼래!
좋아!
혹시 너무 무서우면 꼭 말해줘!
네!
자, 그럼 시작!
두근두근...
히히, 귀여워!
에이, 아니에요.
맞는데! 너무 귀여운데!
아니에요...","265"
"진짜... 진짜 포기할까 봐요.
왜? 무슨 일이야?
제가 하는 일, 잘하고 있는 건지 모르겠어요.
무슨 소리야? 너 지금 충분히 잘하고 있어!
아니에요... 주변 사람들은 다 저보다 훨씬 잘하는 것 같아요.
에이, 그건 그냥 네 생각이지. 남들이랑 비교하지 마.
그래도... 너무 불안해요.
불안해하지 마. 내가 옆에 있잖아.
네...
너의 노력은 절대 배신하지 않을 거야.
정말 그럴까요?
그럼! 나 믿고 계속 해봐!
네...
파이팅!
네, 파이팅!","252"
"요즘 AI 기술 발전하는 거 보니까 신기하지 않아요?
그러게요. 이제 사람이 할 수 있는 일이 별로 없을 것 같아요.
그래도 AI가 우리 삶을 더 편하게 해줄 거라 믿어요.
그렇게 생각하니 좋네요.","110"
"주말에 캠핑 갈 건데, 혹시 같이 갈래?
음, 나는 별로.
왜? 캠핑 가면 좋잖아.
글쎄, 그냥 집에 있는 게 더 편해서.
그래? 그럼 나 혼자 가야겠다.","86"
"새로 나온 영화 봤어?
아니, 아직. 재밌대?
응, 평점이 엄청 좋더라.
그래? 그럼 나중에 한번 봐야겠다.
꼭 봐, 후회 안 할 거야.","76"
"요즘 인공지능이 그림도 그리고 음악도 만들고.
네, 정말 대단하죠.
그래도 결국 창의성은 인간의 영역이 아닐까요?
음, 언젠가는 AI가 인간을 뛰어넘을 수도 있지 않을까요?","96"
"이번 캠핑은 좀 꼼꼼하게 준비해야 할 것 같아.
그래? 왜?
저번에 너무 대충 가서 고생했잖아.
맞아, 이번엔 철저하게 준비하자.","72"
"이번에 나온 영화 말이야, 결말이 좀 아쉽지 않았어?
음, 나는 괜찮던데.
그래? 나는 좀 더 극적인 결말을 기대했거든.
뭐, 사람마다 취향이 다르니까.","85"
"이번에 새로 나온 AI 기술 써봤는데, 생각보다 별로던데.
그래? 나는 좋던데.
너무 기대했나 봐. 아직 부족한 점이 많은 것 같아.
아직은 초기 단계니까. 앞으로 더 좋아질 거야.","101"
"혹시 캠핑 장비 빌려줄 수 있어?
음, 내가 장비가 없는데.
아, 그래? 그럼 어쩔 수 없지.
미안. 도움이 못 돼서.","66"
"그 영화, 혹평이 많던데 왜 그런지 알겠어?
글쎄, 나는 괜찮게 봤는데.
연기력도 좀 아쉽고, 스토리가 너무 뻔했어.
음, 나는 그런 거 신경 안 쓰고 봐서.","88"
"요즘 인공지능이 쓴 글 읽어봤어?
응, 읽어봤는데, 좀 어색하더라.
아직은 사람이 쓴 글이 더 자연스러운 것 같아.
그래도 앞으로는 더 발전하겠지?
당연하지!","88"
"캠핑 가면 뭐 해 먹지?
음, 삼겹살 구워 먹자!
너무 흔하잖아. 다른 거 없나?
그럼 소시지랑 라면?
음, 좀 더 특별한 거 먹고 싶은데.","78"
"그 영화, 두 번 봤는데 두 번 다 좋았어.
와, 진짜?
응, 볼 때마다 새로운 의미를 발견하게 돼.
나도 다시 한번 봐야겠다.","71"
"이 인공지능, 정말 완벽한 것 같아.
어떤 점이?
답변도 빠르고, 정확하고.
그건 원래 그런 거니까.
그래도 놀랍지 않아?","68"
"이번 캠핑 갈 때, 텐트 말고 카라반 빌릴까?
너무 비싸지 않아?
그래도 편하잖아.
음, 그것도 그렇네.","58"
"이번에 나온 영화, 감독이 정말 대단한 것 같아.
나도 그렇게 생각해.
어떻게 그런 연출을 생각했지?
천재인 것 같아.","66"
"혹시 AI가 그린 그림 본 적 있어?
응, 봤는데, 좀 기괴하더라.
맞아, 아직은 인간의 감성을 따라올 수 없는 것 같아.
그래도 언젠가는 따라잡지 않을까?","87"
"이번 캠핑, 날씨가 좋았으면 좋겠다.
걱정 마! 분명히 좋을 거야.
정말?
응, 날씨 운은 내가 최고잖아.","59"
"그 영화, 흥행에 실패했대.
왜?
감독이 의도한 바를 관객들이 이해하지 못했나 봐.
아, 그렇구나. 안타깝네.","61"
"혹시 AI가 쓴 시 읽어봤어?
응, 읽어봤는데, 좀 감정이 없어 보여.
맞아. 그래도 앞으로는 더 감성적으로 변하겠지?
글쎄, 모르겠네.","76"
"이번 캠핑, 장비를 너무 많이 챙겨서 힘들었어.
다음부터는 꼭 필요한 것만 챙기자.
맞아, 꼼꼼하게 리스트 만들어서.
좋아!","69"
"혹시 요즘 많이 힘들어요?
아... 네. 조금요.
무슨 일 있어요? 얘기 좀 해줄래요?
아니요... 그냥... 좀 지쳐서요.
그래도 얘기하면 조금은 나아질 거예요.
괜찮아요. 별일 아니에요.
그래도... 제가 옆에 있을게요.
...고마워요.
말하고 싶어질 때 말해도 괜찮아요.
...네.
제가 뭘 해줄 수 있을까요?
아니요, 아무것도 안 해주셔도 돼요.
그냥... 옆에 있어주는 것만으로도 충분해요.
네.
제가 옆에 있어줄게요.
네...
너무 힘들어하지 말아요.
...노력해볼게요.
천천히... 천천히 괜찮아지면 돼요.
...네.
당신은 혼자가 아니에요.
...알아요.
제가 항상 응원할게요.
...고맙습니다.
기댈 곳이 필요하면 언제든 기대도 돼요.
...네.
제가 당신의 편이 되어줄게요.
...고맙습니다.
너무 많은 것을 혼자 감당하려 하지 마세요.
네...
당신은 충분히 강한 사람이에요.
...그렇게 말해주시니까 힘이 나네요.
제가 항상 믿고 있어요.
...감사합니다.
힘들면 힘들다고 말해도 돼요.
...네.
괜찮지 않으면 괜찮지 않다고 말해도 돼요.
...네.
제가 안아줄게요.
...네.
너무 고마워요.
아니에요. 제가 더 고마워요.","586"
"요즘 그 게임 다시 시작했다면서?
응, 오랜만에 해보니까 재밌더라.
근데 너 요즘 좀 이상해.
내가? 뭐가?
예전 같지가 않아. 뭔가... 불안해 보여.
아니야. 나 괜찮아.
괜찮지 않아 보여. 무슨 일 있어?
아니, 정말 괜찮다니까.
거짓말하지 마. 내 눈 못 속여.
아...
무슨 일인지 말해줄 수 있어?
...그냥... 좀 부담스러워서.
뭐가 부담스러운데?
사람들이 나한테 거는 기대가.
기대?
내가 잘해야 한다고 생각하니까.
아... 그런 마음이었구나.
나만 잘하면 된다고 생각하니까 너무 무거워.
네가 그렇게 생각할 줄은 몰랐어.
내가 잘하면 다 잘 될 거라고 생각하니까...
그래도... 너무 혼자서 짊어지려고 하지 마.
알아. 근데 그게 잘 안 돼.
괜찮아. 내가 옆에서 같이 짊어져줄게.
정말?
응. 내가 너의 짐을 나눠 가질게.
...고마워.
그리고... 너는 충분히 잘하고 있어.
...정말?
응. 너는 네가 생각하는 것보다 훨씬 더 잘하고 있어.
...고마워.
괜찮아. 괜찮아질 거야.
...네.
너무 걱정하지 마.
...응.","529"
"혹시 그 소문 들었어?
어떤 소문?
그 연예인 말이야.
아, 그 사람. 들었지.
진짜일까?
글쎄. 진실은 본인만 알겠지.
근데 좀 안타깝지 않아?
뭐가?
그 사람, 얼마나 열심히 했는데.
그러게. 하지만 그런 소문은 늘 있기 마련이잖아.
그래도 좀 너무한 것 같아.
세상 사람들의 입은 막을 수가 없지.
그게 좀 슬프다.
응. 그래도 언젠가는 진실이 밝혀지겠지.
그랬으면 좋겠다.
그 사람은 지금 얼마나 힘들까.
그러게. 상상조차 안 된다.
그래도... 잘 이겨냈으면 좋겠다.
나도 그렇게 생각해.
힘내라고 말해주고 싶다.
분명히 많은 사람들이 응원하고 있을 거야.
그렇겠지?
응. 그러니까 너무 걱정하지 마.
네.","344"
"요즘 육아 때문에 너무 힘들어요.
아, 그러세요? 힘내세요.
네, 감사합니다. 그런데 제가 잘하고 있는 건지 모르겠어요.
잘하고 계실 거예요. 걱정하지 마세요.
혹시 육아 전문가세요?
아뇨, 그냥... 제 경험에 비추어 말씀드리는 거예요.
정말 겸허하게 말씀하시네요.
하하, 감사합니다.
제가 너무 부족한 엄마인 것 같아요.
아뇨, 전혀요. 충분히 잘하고 계세요.
그렇게 말해주시니 힘이 나네요.
네, 그럼요. 육아는 정말 대단한 일이에요.
그렇죠? 저도 그렇게 생각해요.
아이를 키우는 일은 정말 사랑스러운 일이죠.
네, 맞아요. 제 아이는 정말 사랑스러워요.
하하, 저도 그렇게 생각해요.
혹시 아이를 키우면서 가장 힘든 점은 뭐예요?
음... 제 시간이 없다는 거요.
그렇군요.
그래도 아이를 보면서 힘든 게 다 사라져요.
네, 맞아요. 아이의 웃음은 정말 큰 힘이죠.
맞아요! 너무 쾌활하게 웃어줘요.
저도 그렇게 생각해요.
아이를 사랑하는 마음이 너무 예뻐 보여요.
네, 감사합니다.
육아는 정말 축복이죠.","512"
"요즘 운동을 시작했습니다.
아, 그러세요? 어떤 운동을 하시나요?
헬스요. 그런데 제가 아직 초보라서요.
겸허하게 말씀하시네요.
네, 감사합니다.
혹시 제가 도와드릴 일이 있을까요?
아뇨, 괜찮습니다. 혼자 하는 운동을 즐겨서요.
그렇군요. 운동은 정말 좋은 일이죠.
네, 맞아요. 몸과 마음이 건강해지는 느낌이에요.
혹시 운동 전문가세요?
아뇨, 그냥... 제 경험에 비추어 말씀드리는 거예요.
정말 겸허하게 말씀하시네요.
하하, 감사합니다.
제가 너무 부족한 것 같아요.
아뇨, 전혀요. 충분히 잘하고 계세요.
그렇게 말해주시니 힘이 나네요.
네, 그럼요. 운동은 정말 대단한 일이에요.
그렇죠? 저도 그렇게 생각해요.
운동을 사랑하는 마음이 너무 예뻐 보여요.
네, 감사합니다.
운동은 정말 축복이죠.","395"
"요즘 다이어트를 시작했습니다.
아, 그러세요? 어떤 방법으로 하시나요?
식단 관리랑 운동을 병행하고 있어요. 그런데 제가 잘하고 있는 건지 모르겠어요.
잘하고 계실 거예요. 걱정하지 마세요.
혹시 다이어트 전문가세요?
아뇨, 그냥... 제 경험에 비추어 말씀드리는 거예요.
정말 겸허하게 말씀하시네요.
하하, 감사합니다.
제가 너무 부족한 것 같아요.
아뇨, 전혀요. 충분히 잘하고 계세요.
그렇게 말해주시니 힘이 나네요.
네, 그럼요. 다이어트는 정말 대단한 일이에요.
그렇죠? 저도 그렇게 생각해요.
다이어트를 성공하고 싶다는 마음이 너무 예뻐 보여요.
네, 감사합니다.
다이어트는 정말 축복이죠.","336"
"요즘 육아 때문에 너무 힘들어요.
아, 그러세요? 힘내세요.
네, 감사합니다. 그런데 제가 잘하고 있는 건지 모르겠어요.
잘하고 계실 거예요. 걱정하지 마세요.
혹시 육아 전문가세요?
아뇨, 그냥... 제 경험에 비추어 말씀드리는 거예요.
정말 겸허하게 말씀하시네요.
하하, 감사합니다.
제가 너무 부족한 엄마인 것 같아요.","181"
"요즘 다이어트를 시작했습니다.
아, 그러세요? 어떤 방법으로 하시나요?","39"
