dialogue,글자수
"저기요, 혹시 이 근처에 있는 버스 정류장이 어디쯤일까요?
아, 이 길로 쭉 올라가시면 바로 사거리에 하나 있어요.
여기서부터 걸어가면 많이 멀지는 않은가요?
아니요, 5분도 안 걸리는 아주 가까운 거리에 있어요.
다행이네요. 친절하게 알려주셔서 정말 감사합니다.
별말씀을요. 날씨 좋은데 조심히 가세요.
네, 덕분에 헤매지 않고 바로 찾아가겠네요.
천만에요.
네.
알겠습니다.",211
"부장님, 오전에 지시하신 업무 보고서 초안입니다.
오, 벌써 다 됐어요? 어디 한번 봅시다. 수고했어요.
네, 최대한 빠르게 정리했는데 한번 검토 부탁드립니다.
음, 전체적인 구성은 좋은데 데이터가 좀 부족해 보이네요.
아, 죄송합니다. 어떤 데이터를 추가하면 좋을까요?
최근 3년간의 매출 데이터를 그래프로 추가해줘요.
네, 알겠습니다. 바로 보완해서 다시 보고드리겠습니다.
네, 오늘 중으로 부탁해요.
네, 부장님.
수고해요.",240
"정말 죄송한데, 제가 오늘 아침에 급하게 나오느라 지갑을…
어머, 저런! 지갑을 아예 통째로 놓고 온 거예요?
네, 그래서 그런데 혹시 저 차비 좀 빌려주실 수 있나요?
네, 그럼요! 당연히 빌려드려야죠. 걱정하지 마세요.
정말 감사합니다. 제가 내일 바로 갚겠습니다.
아니에요. 괜찮아요. 어서 이거 타고 들어가 보세요.
네, 정말 감사합니다. 덕분에 집에 잘 가겠네요.
별말씀을요.
네.
고맙습니다.",225
"주말에 새로 개봉한 애니메이션 영화 보고 왔어.
아, 정말? 그거 아이들이 많이 본다던데 어땠어?
아니야, 어른들이 봐도 정말 감동적이고 재밌었어.
와, 그렇구나. 나도 한번 보러 가볼까.
응, 정말 추천해! 영상미도 정말 아름답고 좋았어.
그래? 좋은 정보 고마워. 나도 꼭 봐야겠다.
응, 보고 나서 우리 같이 이야기 나누자.
좋아!
응!
기대된다.",197
"이 주임, 신규 프로젝트 관련해서 시장 조사 좀 해줘요.
네, 팀장님. 특별히 중점적으로 봐야 할 부분이 있을까요?
음, 20대 타겟 고객들의 최신 트렌드 위주로 부탁해요.
네, 알겠습니다. 관련 보고서랑 기사 위주로 찾아보겠습니다.
좋아요. 내일 오전까지 정리해서 간단하게 보고해줘요.
네, 시간 내에 마무리하도록 최선을 다하겠습니다.
좋아요. 믿고 맡기겠습니다. 수고해줘요.
네, 팀장님.
네.
알겠습니다.",229
"요즘 들어 부쩍 입맛도 없고 기운이 없는 것 같아.
왜 그래, 무슨 일 있어? 얼굴이 많이 안 좋아 보여.
아니, 그냥 요즘 일이 많아서 좀 피곤해서 그런가 봐.
이럴 때일수록 잘 챙겨 먹어야 해. 너무 무리하지 마.
응, 걱정해줘서 고마워. 네 말 들으니 힘이 좀 나네.
내가 맛있는 거 사줄게. 오늘 저녁에 시간 어때?
정말? 그래도 괜찮겠어? 너도 피곤할 텐데.
괜찮아, 가자!
응, 고마워.
이따 봐.",228
"혹시 괜찮으시다면, 제가 가장 좋아하는 노래 한번 들어보실래요?
와, 정말요? 어떤 노래인지 정말 궁금하네요.
제가 가장 힘들 때 위로를 받았던 노래예요.
그렇게 말씀하시니 저도 꼭 한번 들어보고 싶어요.
네, 분명 좋아하실 거예요. 제가 바로 들려드릴게요.
네, 좋습니다. 정말 기대가 되네요.
자, 들어보세요.
네, 감사합니다.
네.
좋아요.",193
"저기, 실례합니다만 혹시 지금 시간이 어떻게 되는지 알 수 있을까요?
네, 잠시만요. 지금 정확히 4시 30분입니다.
아, 벌써 그렇게 됐네요. 약속 시간에 늦을 것 같아요.
그러게요. 지금 퇴근 시간이라서 차가 많이 막힐 텐데.
네, 지하철을 타고 갔어야 했는데, 후회되네요.
지금이라도 지하철역으로 가보시는 건 어떠세요?
네, 그래야겠어요. 조언 감사합니다!
별말씀을요.
네.
알겠습니다.",219
"박 과장님, 이번 승진 심사 통과하신 거 정말 축하드립니다.
아, 이 대리님. 고마워요. 다들 도와주신 덕분이죠.
아닙니다. 과장님의 노력이 만들어낸 당연한 결과입니다.
그렇게 좋게 말해주니 정말 몸 둘 바를 모르겠네요.
정말 진심으로 축하드립니다. 제가 다 기쁘네요.
고마워요. 제가 오늘 저녁에 한턱 쏘겠습니다.
와, 정말요? 감사합니다! 기대하겠습니다.
네, 이따 봅시다.
네!
좋아요.",219
"친구가 곧 군대에 입대하는데, 선물을 뭘 해줘야 할지 모르겠어.
음, 보통은 손목시계나 로션을 많이 선물하더라고.
아, 그렇구나. 역시 실용적인 게 제일 좋겠지?
응, 맞아. 훈련소에서 유용하게 쓸 수 있는 걸로.
좋은 정보 고마워. 그걸로 한번 알아봐야겠다.
응, 친구가 분명히 정말 고마워할 거야.
조언해줘서 정말 고마워. 큰 도움이 됐어.
별말씀을요.
네.
좋아.",206
"다음 주에 있을 자격증 시험 때문에 너무 걱정돼.
괜찮아, 너 정말 열심히 준비했잖아. 잘할 수 있을 거야.
그래도 막상 시험 날이 다가오니 너무 떨리는 걸.
너무 긴장하지 말고, 평소 하던 대로만 하면 돼.
응, 조언 고마워. 너의 응원 덕분에 힘이 나네.
내가 합격 기원 선물이라도 미리 사줘야겠다.
아니야, 마음만으로도 정말 고마워. 꼭 합격할게.
응, 믿어!
고마워!
파이팅!",214
"제가 새로 산 옷인데, 저한테 잘 어울리는 것 같아요?
네, 너무 잘 어울려요! 색깔이 정말 화사하네요.
정말요? 다행이다. 괜히 샀나 조금 걱정했거든요.
아니에요. 얼굴이 훨씬 더 생기 있어 보여요.
그렇게 말씀해주시니 정말 기분이 좋네요. 감사합니다.
정말이에요. 앞으로 자주 입고 다니시면 좋겠어요.
네, 그래야겠어요. 덕분에 자신감이 생겼어요.
천만에요.
네.
좋아요.",210
"이번 주말에 유기견 보호소로 봉사활동을 가려고 해.
와, 정말? 정말 대단하다. 좋은 생각이야.
응, 전부터 계속 가보고 싶었는데 이제야 실천하네.
혹시 내가 도와줄 일은 없을까? 뭐라도 하고 싶은데.
정말? 그럼 나랑 같이 가서 아이들 목욕시키는 거 도와줄래?
응, 당연하지! 같이 가면 더 의미 있고 좋을 것 같아.
그래! 정말 고마워. 그럼 우리 토요일에 같이 가자.
응, 좋아!
고마워!
그래!",224
"팀장님, 제가 다음 주 수요일에 반차를 좀 써도 될까요?
음, 그래요. 혹시 무슨 급한 일이라도 있는 건가요?
네, 아이 유치원에서 학부모 참여 수업이 있어서요.
아, 그런 거면 당연히 참석해야죠. 어서 다녀오세요.
괜찮으시다면 오전에 다녀오고 오후에 출근하겠습니다.
네, 알겠습니다. 시스템에 결재만 미리 올려주세요.
네, 바로 처리하겠습니다. 배려해주셔서 감사합니다!
천만에요.
네.
알겠습니다.",223
"요즘 살이 너무 찐 것 같아서 다이어트를 시작해야겠어.
정말? 지금도 충분히 보기 좋은데 왜 그러는 거야.
아니야, 작년에 입었던 옷들이 하나도 맞질 않아.
그렇구나. 그럼 내가 옆에서 열심히 응원해줄게.
혹시 괜찮으면, 우리 저녁마다 같이 운동이라도 할까?
그래, 좋아! 같이 하면 더 재미있고 힘이 날 거야.
잘 됐다! 그럼 우리 오늘부터 바로 시작하는 거다?
응, 좋아!
좋아!
파이팅!",219
"선배, 혹시 이 함수가 어떤 역할을 하는지 알 수 있을까요?
어디 한번 보자. 아, 이건 날짜 형식을 바꿔주는 함수야.
아, 그렇군요! 혼자서는 한참을 헤맸을 거예요.
괜찮아, 처음에는 다들 그렇게 배우는 거지, 뭐.
선배 덕분에 시간을 많이 아낄 수 있었어요.
별거 아니야. 앞으로도 모르는 거 있으면 편하게 물어봐.
네, 명심하겠습니다. 정말 감사합니다, 선배님!
천만에.
네.
좋아요.",218
"새로 이사한 집은 이제 정리 다 됐어? 괜찮아?
응, 이제 큰 짐들은 거의 다 정리하고 마무리 단계야.
다행이다. 혹시 내가 도와줄 일은 없을까?
아니야, 괜찮아. 마음만으로도 정말 고마워.
그래도 필요한 거 있으면 언제든지 편하게 말해.
응, 알았어. 이번 주 주말에 집들이하는데 올 거지?
당연하지! 내가 맛있는 케이크 사서 갈게.
고마워, 친구야.
별말씀을.
기대된다!",209
"과장님, 요청하신 경쟁사 분석 보고서 초안입니다.
오, 벌써 다 됐어요? 어디 한번 봅시다. 수고했어요.
네, 보시고 수정할 부분 있으면 편하게 말씀해주세요.
음, 자료 조사가 아주 꼼꼼하게 잘 되었네요. 훌륭해요.
정말요? 그렇게 말씀해주시니 정말 다행입니다.
이대로 조금만 더 다듬으면 완벽할 것 같아요.
네, 알겠습니다. 바로 보완 작업 시작하겠습니다.
수고해줘요.
네!
좋습니다.",216
"오늘 점심은 좀 특별한 거 먹으러 가지 않을래요?
네, 좋아요! 혹시 생각해두신 메뉴라도 있으세요?
근처에 새로 생긴 인도 커리 전문점이 있는데 어때요?
와, 좋아요! 저 커리 정말 좋아하거든요.
그럼 우리 잠시 후에 바로 그곳으로 출발하죠.
네, 알겠습니다. 생각만 해도 정말 기대되네요.
네, 이따가 봐요.
네, 과장님.
네.
좋아요.",189
"이번 신제품 개발 프로젝트, 정말 쉽지 않았는데 다행이에요.
맞아요. 중간에 포기하고 싶었던 순간도 많았는데 말이죠.
그래도 다들 끝까지 서로를 믿고 의지한 덕분입니다.
네, 우리 팀의 저력을 다시 한번 확인할 수 있었어요.
이번 경험이 우리 모두에게 큰 자산이 될 거예요.
네, 맞습니다. 앞으로 어떤 일이든 잘 해낼 수 있을 것 같아요.
다들 정말 고생 많으셨습니다. 정말 자랑스럽습니다.
수고하셨습니다.
네.
좋아요.",236
"혹시 괜찮으시다면, 제가 주말에 영화표 예매해드릴까요?
와, 정말요? 그렇게 해주시면 너무 감사하죠.
네, 마침 예매권이 두 장 생겨서 같이 보고 싶었어요.
정말요? 어떤 영화인지 물어봐도 될까요?
요즘 가장 인기 있는 로맨스 영화인데, 괜찮으세요?
네, 그럼요! 저도 정말 보고 싶었던 영화예요.
잘 됐네요! 그럼 제가 시간 정해서 다시 연락드릴게요.
네, 고맙습니다!
네.
좋아요.",215
"저기, 혹시 이 근처에 세탁소가 어디에 있는지 아세요?
네, 저기 보이는 편의점 골목으로 들어가시면 바로 있어요.
아, 저 골목이요! 지금 가도 문이 열려 있을까요?
네, 아마 저녁 8시까지는 계속 영업할 거예요.
다행이네요. 자세하게 설명해주셔서 정말 감사합니다.
천만에요. 조심히 잘 다녀오시길 바랍니다.
네, 덕분에 잘 찾아갈 수 있을 것 같아요.
다행이네요.
네.
감사합니다.",214
"부장님, 지난번 지시하셨던 행사 기획안입니다.
그래요, 어디 한번 봅시다. 잠시만요.
네, 천천히 검토해보시고 의견 부탁드립니다.
음, 전체적인 아이디어는 좋은데 예산이 너무 초과됐네요.
아, 죄송합니다. 그 부분은 제가 다시 조정하겠습니다.
네, 현실적으로 가능한 선에서 다시 한번 짜보세요.
네, 알겠습니다. 바로 수정해서 다시 보고드리겠습니다.
네, 내일까지 부탁해요.
네, 부장님.
수고해요.",223
"정말 죄송한데, 제가 오늘 약속이 있다는 걸 깜빡했어요.
네? 괜찮아요. 혹시 중요한 약속인가요?
네, 친한 친구의 생일이라서 꼭 가봐야 할 것 같아요.
아, 그런 거면 당연히 가봐야죠! 어서 준비하세요.
정말 감사합니다. 남은 일은 제가 내일 꼭 마무리할게요.
괜찮아요. 신경 쓰지 말고 즐거운 시간 보내고 오세요.
네, 정말 감사합니다! 배려해주셔서 고맙습니다.
별말씀을요.
네.
알겠습니다.",221
"오늘따라 유난히 날씨가 좋아서 기분까지 상쾌해지네요.
맞아요. 하늘도 정말 파랗고 구름 한 점 없네요.
이런 날에는 훌쩍 여행이라도 떠나고 싶은 마음이에요.
와, 정말요? 어디로 가장 여행을 가고 싶으세요?
저는 바다가 보이는 조용한 곳으로 가고 싶어요.
생각만 해도 정말 힐링이 될 것 같네요. 멋져요.
네, 언젠가 꼭 한번 그렇게 떠나고 싶습니다.
저도 응원할게요!
네.
감사합니다.",216
"김 대리, 아까 회의 때 발표 정말 잘했어요.
아, 정말요? 떨려서 어떻게 했는지도 모르겠어요.
아니에요. 정말 차분하고 논리적으로 잘 설명했어요.
과장님께서 격려해주신 덕분에 용기를 낼 수 있었어요.
앞으로도 지금처럼만 자신감 있게 하면 좋겠어요.
네, 알겠습니다. 칭찬해주셔서 정말 감사합니다.
기대하고 있을게요. 정말 수고 많았어요.
감사합니다!
네.
좋습니다.",205
"혹시 집에서 커피를 직접 내려서 드시나요?
네, 핸드드립으로 내려 마시는 걸 좋아해요.
와, 정말요? 정말 멋진 취미를 가지고 계시네요.
아니에요. 그냥 원두 향을 맡으면 마음이 편안해져서요.
그렇군요. 저도 한번 배워보고 싶다는 생각이 드네요.
좋아요! 제가 나중에 원두랑 기구 추천해드릴게요.
정말요? 그렇게 해주시면 너무 감사하죠.
별말씀을요.
네.
좋아요.",203
"실례지만, 이 근처에 있는 지하철역으로 가려면 어떻게 가야 하나요?
아, 저기 앞에 보이는 큰 건물 뒤쪽으로 가시면 바로 나와요.
아, 저 건물 뒤쪽이요! 지금 바로 가면 금방 도착하겠네요.
네, 걸어서 5분도 안 걸리는 아주 가까운 곳에 있어요.
덕분에 헤매지 않고 바로 찾았네요. 정말 감사합니다.
천만에요. 도움이 되셨다니 정말 다행이네요.
네, 정말 고맙습니다. 좋은 하루 보내세요.
네, 그러세요.
네.
알겠습니다.",237
"팀장님, 이번에 저희 팀이 분기 실적 1등을 했습니다.
오, 정말? 다들 정말 고생 많았네. 정말 장하다.
특히 팀장님께서 중심을 잘 잡아주신 덕분입니다.
아니야. 자네들이 각자 위치에서 최선을 다해준 덕이지.
정말 뿌듯하고 기쁩니다. 앞으로 더 잘하겠습니다.
그래, 이 기쁨을 다 같이 나누도록 회식 한번 하자.
와, 정말요? 감사합니다! 기대하겠습니다.
내가 쏠게!
네!
감사합니다.",216
"다음 주에 중요한 면접이 있는데, 너무 떨리고 걱정돼.
괜찮아, 너 정말 오랫동안 열심히 준비했잖아. 잘할 거야.
그래도 혹시나 내가 실수라도 할까 봐 너무 무서워.
아니야, 너무 긴장하지 말고 너 자신을 믿어.
응, 조언 고마워. 너의 응원 덕분에 힘이 나는 것 같아.
내가 면접관이라고 생각하고 한번 모의 면접이라도 해줄까?
정말? 그렇게 해주면 나야 너무 고맙지!
걱정하지 마.
응, 고마워.
파이팅!",227
"이 팀장님, 차주 회의 안건 미리 공유 부탁드립니다.
네, 박 과장님. 내일 오전 중으로 정리해서 보내드리겠습니다.
네, 감사합니다. 미리 내용을 숙지하고 싶어서요.
알겠습니다. 혹시 추가로 논의했으면 하는 안건 있으신가요?
아니요, 괜찮습니다. 공유해주시는 내용만으로도 충분합니다.
네, 알겠습니다. 그럼 내일 다시 연락드리겠습니다.
네, 감사합니다. 좋은 하루 보내십시오.
네, 과장님도요.
네.
알겠습니다.",230
"요즘 들어 어깨가 너무 결리고 아픈 것 같지 않아?
맞아요. 하루 종일 같은 자세로 앉아 있어서 그런가 봐요.
이럴 때일수록 틈틈이 일어나서 스트레칭을 해줘야 한대요.
네, 알면서도 막상 일에 집중하다 보면 자꾸 잊어버려요.
우리 매 시간 50분마다 알람을 맞춰놓고 같이 해볼까요?
와, 그거 정말 좋은 생각인데요? 지금부터 바로 시작할까요?
네, 좋아요! 다 같이 건강을 위해서 노력해봅시다.
네, 좋습니다!
네.
좋아요.",237
"제가 새로 산 디퓨저인데, 향이 어떤 것 같아요?
음, 잠시만요. 와, 정말 상큼하고 좋은 향이 나네요.
정말요? 너무 독하지는 않을까 조금 걱정했거든요.
아니에요. 은은하게 퍼지는 느낌이라 딱 좋은데요.
다행이다. 그렇게 말씀해주시니 정말 안심이 되네요.
어떤 제품인지 저도 나중에 한번 찾아봐야겠어요.
제가 나중에 제품 정보 보내드릴게요.
네, 고마워요!
네.
좋습니다.",209
"혹시 괜찮으시다면, 제 보고서 한번만 검토해주실 수 있나요?
네, 그럼요. 어떤 부분을 중점적으로 봐드리면 될까요?
전체적인 논리 구조랑 문맥이 어색하지 않은지 봐주세요.
알겠습니다. 지금 바로 확인해보고 의견 드리겠습니다.
정말 감사합니다. 덕분에 마음이 한결 놓이네요.
천만에요. 금방 볼 테니 잠시만 기다려주세요.
네, 천천히 보셔도 됩니다. 정말 고맙습니다.
별말씀을요.
네.
좋습니다.",220
"저기요, 혹시 이 근처에서 가장 가까운 우체국이 어디인가요?
아, 저기 보이는 은행 건물 바로 뒤편에 위치해 있어요.
여기서부터 걸어가기에는 조금 먼 거리일까요?
아니요, 걸어서 10분 정도면 충분히 도착하실 거예요.
그렇군요. 자세하게 알려주셔서 정말 감사합니다.
천만에요. 날씨가 더운데, 조심히 다녀오세요.
네, 덕분에 금방 찾아갈 수 있을 것 같아요.
다행이네요.
네.
감사합니다.",217
"부장님, 지난번 지시하셨던 경쟁사 동향 보고서입니다.
오, 벌써 다 됐나요? 어디 한번 봅시다. 수고 많았어요.
네, 최대한 객관적인 데이터를 기반으로 작성했습니다.
아주 훌륭하네요. 내가 기대했던 것보다 훨씬 더 내용이 알차요.
정말요? 그렇게 말씀해주시니 정말 뿌듯합니다.
이 정도면 회의 자료로 바로 사용해도 충분하겠어요.
감사합니다. 더 필요한 자료가 있으면 말씀해주세요.
네, 괜찮아요.
네.
수고했어요.",231
"정말 죄송한데, 제가 오늘 갑자기 몸이 너무 안 좋아서요.
어머, 어떡해요! 어디가 어떻게 안 좋은데요?
아침부터 계속 식은땀이 나고 어지러워서 서 있기가 힘드네요.
이런, 안되겠어요. 빨리 병원부터 가봐야죠.
네, 그래서 그런데 혹시 먼저 퇴근해도 괜찮을까요?
그럼요, 당연하죠! 어서 이거 타고 병원부터 가봐요.
정말 감사합니다. 이 은혜는 잊지 않겠습니다.
괜찮아요, 푹 쉬어요.
네, 감사합니다!
알겠습니다.",232
"이번 주말에 다 같이 볼링 치러 가는 거 어때?
와, 너무 좋다! 나 볼링 진짜 좋아하잖아.
그래? 그럼 우리 팀 나눠서 내기 한판 할까?
좋아! 지는 팀이 저녁 사기, 이런 걸로.
좋아! 그럼 우리 토요일 저녁 6시에 만나자.
응, 알았어! 내가 볼링장 미리 예약해 놓을게.
역시 너밖에 없다. 정말 센스 있네.
별말씀을!
이따 봐!
응, 기대된다.",196
"최 대리, 지난주에 진행했던 마케팅 결과 보고서 좀 줄래요?
네, 과장님. 잠시만요. 지금 바로 메일로 보내드리겠습니다.
그래요. 결과가 꽤 좋았다고 들었는데, 기대되네요.
네, 맞습니다. 예상했던 것보다 훨씬 더 반응이 뜨거웠습니다.
다들 정말 고생 많았네요. 다음 캠페인도 기대되네요.
감사합니다. 과장님께서 잘 이끌어주신 덕분입니다.
아니에요. 다들 열심히 해준 덕분이죠. 정말 고마워요.
별말씀을요.
네.
좋습니다.",236
"요즘 왜 이렇게 무기력하고 아무것도 하기 싫은지 모르겠어.
그러게, 너 요즘 계속 기운이 없어 보여. 무슨 일 있어?
아니, 그런 건 아닌데 그냥 슬럼프가 온 것 같아.
그럴 때일수록 억지로 뭐 하려고 하지 말고 그냥 쉬어.
응, 그래야겠지? 조급하게 생각하지 말아야겠다.
그럼, 당연하지. 내가 옆에서 항상 응원하고 있을게.
응, 정말 고마워. 너밖에 없다, 진짜.
별말씀을.
응.
고마워.",219
"실례지만, 이 근처에 맛있는 김치찌개 집이 어디에 있나요?
네, 그럼요! 이 동네에서 가장 오래된 맛집이 바로 저기 있어요.
와, 정말요? 어떤 메뉴가 가장 맛있고 인기가 많나요?
음, 여기는 돼지고기 김치찌개가 정말 일품이에요.
그렇군요! 듣기만 해도 정말 군침이 도네요.
네, 아마 한번 드셔보시면 단골이 되실 거예요.
좋은 정보 알려주셔서 정말 감사합니다.
천만에요.
네.
맛있게 드세요.",220
"팀장님, 제가 이번에 새로운 프로젝트를 한번 기획해봤습니다.
오, 그래요? 어떤 프로젝트인지 한번 들어봅시다.
기존 고객들을 대상으로 한 새로운 로열티 프로그램입니다.
좀 더 구체적으로 설명해줄 수 있나요? 흥미롭네요.
네, 제가 관련해서 간단하게 제안서를 좀 작성해봤습니다.
좋아요. 아주 적극적인 자세네요. 어디 한번 봅시다.
네, 보시고 편하게 피드백 주시면 감사하겠습니다.
기대되네요.
네!
좋습니다.",228
"오늘 날씨도 좋은데, 우리 점심 먹고 산책이나 할까?
와, 너무 좋은 생각이다! 지금 바로 나갈까?
그래! 회사 앞 공원에 가면 정말 좋을 것 같아.
좋아! 그럼 나는 시원한 커피를 사서 갈게.
역시 센스 있네. 그럼 공원에서 바로 만나자.
응, 맞아. 가끔 이렇게 햇볕 쬐는 것도 필요해.
그래, 얼른 준비해서 밖에서 만나자!
응, 알았어!
좋아!
이따 봐.",201
"박 주임, 오늘까지 제출해야 할 서류들 다 챙겼죠?
네, 과장님. 당연하죠. 제 책상 위에 잘 모아뒀습니다.
역시 꼼꼼하네요. 혹시 누락된 서류는 없는지 다시 확인했나요?
네, 어제 마지막으로 한번 더 확인했습니다. 문제없습니다.
좋아요. 덕분에 제가 한시름 덜었네요. 정말 고마워요.
천만에요. 제가 당연히 해야 할 일인걸요.
이따가 서류 제출할 때 저랑 같이 가도록 하죠.
네, 알겠습니다!
좋아요.
감사합니다.",232
"오늘따라 유난히 날씨가 맑고 깨끗하네요.
맞아요. 어제 비가 와서 그런지 공기가 상쾌해요.
이런 날에는 창문을 활짝 열고 환기해야죠.
네, 맞아요. 기분까지 정말 상쾌해지네요.
점심 드시고 잠깐 밖에 나가서 바람 쐬는 건 어떠세요?
와, 너무 좋은 생각이에요! 같이 가실래요?
네, 좋아요! 그럼 이따가 식사 후에 뵙겠습니다.
네, 좋습니다!
네.
이따 봐요.",201
"최 대리님, 지난번 요청드렸던 자료 혹시 받았을까요?
네, 과장님. 제가 오전에 확인해서 메일로 보내드렸습니다.
아, 그랬군요. 제가 메일함을 아직 확인 못 했네요.
괜찮습니다. 천천히 한번 확인 부탁드립니다.
네, 지금 바로 확인해 볼게요. 항상 신속해서 고맙습니다.
별말씀을요. 더 필요한 자료 있으시면 말씀해주세요.
알겠습니다. 정말 수고 많으셨습니다.
아닙니다.
네.
좋습니다.",215
"혹시 요즘 즐겨보는 유튜브 채널 같은 거 있으세요?
네, 저는 요리 관련 채널을 자주 챙겨보고 있어요.
와, 정말요? 요리하는 걸 좋아하시나 봐요.
아니요, 제가 하는 건 아니고 보는 걸 좋아해요.
그렇군요. 저도 맛있는 음식 보는 건 좋아하는데요.
그럼 제가 구독하는 채널 몇 개 추천해드릴까요?
네, 그렇게 해주시면 정말 감사하죠. 기대되네요.
알겠습니다.
네!
좋아요.",209
"실례지만, 이 근처에 있는 공영 주차장이 어디쯤일까요?
아, 저기 보이는 큰 건물 지하에 바로 위치해 있어요.
아, 저기요! 지금 가도 주차 공간이 좀 있을까요?
네, 아마 평일 낮이라서 자리는 넉넉할 거예요.
다행이네요. 급하게 주차할 곳이 필요했거든요.
네, 요금도 저렴한 편이라서 부담 없으실 겁니다.
좋은 정보 알려주셔서 정말 감사합니다.
별말씀을요.
네.
알겠습니다.",210
"이번 주 금요일 저녁에 시간 괜찮으면 다 같이 모일까요?
와, 좋아요! 제가 맛있는 술집으로 한번 알아볼까요?
네, 그래주면 정말 고맙죠. 안주는 뭘로 할까요?
오랜만에 다 같이 치킨에 맥주 한잔하는 거 어때요?
좋아요! 분명히 다들 좋아할 것 같아요.
알겠습니다. 그럼 제가 예약하고 다시 공지할게요.
네, 기다리고 있을게요. 정말 감사합니다.
천만에요.
네!
기대되네요.",209
"김 팀장, 내일 있을 주간 회의 준비는 다 됐겠죠?
네, 부장님. 방금 자료 출력까지 모두 마쳤습니다.
좋아요. 각 팀원들 진행 상황도 다 취합한 거 맞죠?
네, 물론입니다. 빠짐없이 꼼꼼하게 챙겼습니다.
그래요. 내일 회의는 시간 길어지지 않게 잘 진행해줘요.
네, 걱정하지 마십시오. 효율적으로 진행하겠습니다.
좋아요. 믿고 있겠습니다. 항상 수고가 많아요.
네, 감사합니다!
네.
알겠습니다.",222
"요즘 들어 날씨가 갑자기 많이 쌀쌀해진 것 같아요.
네, 맞아요. 아침저녁으로는 외투가 필수더라고요.
이럴 때일수록 감기 걸리지 않게 조심해야 해요.
네, 맞아요. 따뜻한 물도 자주 마셔야겠어요.
제가 지금 생강차를 타려고 하는데, 한잔 드릴까요?
와, 정말요? 그렇게 해주시면 너무 감사하죠.
알겠습니다. 금방 타서 가져다드릴게요.
정말 감사합니다!
네.
좋아요.",204
"박 과장님, 어제 회의록 정리해주신 것 잘 봤습니다.
아, 그래요? 혹시 내용 중에 빠진 부분은 없었나요?
아니요, 정말 꼼꼼하게 잘 정리해주셔서 완벽했어요.
다행이네요. 도움이 되셨다니 정말 기쁩니다.
네, 덕분에 어제 회의 내용을 다시 복기할 수 있었어요.
천만에요. 앞으로도 필요하면 언제든지 말씀해주세요.
네, 그 따뜻한 마음에 항상 감사드립니다.
별말씀을요.
네.
좋습니다.",214
"혹시 최근에 개봉한 영화 중에 괜찮았던 거 있으세요?
네, 얼마 전에 본 가족 영화가 정말 감동적이었어요.
아, 정말요? 어떤 내용의 영화였는지 궁금하네요.
시골을 배경으로 한 할머니와 손자의 이야기였어요.
와, 듣기만 해도 정말 마음이 따뜻해지는 것 같네요.
네, 오랜만에 정말 펑펑 울면서 봤던 영화예요.
좋은 영화 알려주셔서 정말 감사합니다.
천만에요.
네!
알겠습니다.",210
"실례지만, 혹시 이 버스가 시청역으로 가는 버스가 맞나요?
아니요, 이 버스는 반대 방향으로 가는 버스입니다.
아, 그렇군요! 제가 정류장을 헷갈렸나 보네요.
네, 길 건너편에 있는 정류장에서 타셔야 합니다.
자세하게 알려주셔서 정말 감사합니다. 고맙습니다.
별말씀을요. 조심히 잘 찾아가시길 바랍니다.
네, 덕분에 헤매지 않고 바로 찾아가겠네요.
천만에요.
네.
알겠습니다.",210
"선배님, 지난번에 알려주신 팁 덕분에 일이 수월해졌어요.
아, 정말? 도움이 됐다니 내가 다 기쁘네.
정말 간단한 방법이었는데, 왜 그걸 생각 못 했는지 모르겠어요.
괜찮아. 일하다 보면 그럴 때도 있는 거지, 뭐.
정말 감사한 마음에 제가 커피라도 한잔 사겠습니다.
아니야, 정말 괜찮아. 마음만으로도 충분히 고마워.
부담 갖지 마시고 제가 점심 후에 사서 갈게요.
그래, 정말 고맙다.
네!
감사합니다.",227
"친구야, 정말 미안한데 혹시 5만 원만 빌려줄 수 있을까?
응? 무슨 일이야? 왜 갑자기 돈이 필요해?
아니, 내가 부모님 선물을 사야 하는데 돈이 조금 부족해서.
아, 그랬구나. 알았어, 지금 바로 보내줄게.
정말 고마워. 내가 월급날에 바로 갚을게.
아니야, 괜찮아. 나중에 편할 때 천천히 갚아도 돼.
아니야, 약속이니까 월급날에 바로 보내줄게.
알았어, 그럼.
정말 고마워!
응, 괜찮아.",221
"이번 주말에 날씨 좋으면 같이 자전거 타러 갈래?
와, 너무 좋다! 우리 한강 공원으로 갈까?
응, 좋아! 내가 맛있는 김밥이랑 간식 싸 갈게.
정말? 그럼 나는 시원한 물이랑 음료수를 챙길게.
좋아! 생각만 해도 정말 신나고 재미있겠다.
응, 오랜만에 같이 땀 흘리면 정말 상쾌할 거야.
좋아! 그럼 우리 토요일 오전에 공원에서 만나자.
응, 좋아!
이따 봐!
그래!",206
"새로 도입된 협업 툴에 대해서 다들 어떻게 생각하세요?
아, 저도 사용해봤는데 생각보다 훨씬 더 편리했어요.
네, 업무 공유나 피드백을 주기가 정말 편하더라고요.
맞아요. 진작에 도입했으면 더 좋았을 것 같아요.
그럼 앞으로 우리 팀의 공식 채널로 사용하는 건 어떨까요?
네, 저는 대찬성입니다! 정말 좋은 생각이에요.
좋습니다. 그럼 오늘부터 바로 그렇게 진행하죠.
네, 알겠습니다!
네!
좋습니다.",224
